Codigo,Descripcion,Precio Costo,Precio Venta,Precio Mayoreo,Inventario,Inv. Minimo,Departamento,keyword
719886867637,Pelon,$0.00,$3.00,$0.00,0,0,Dulces,Pelon
719886210792,Pelon,$0.00,$5.00,$0.00,0,0,Dulces,Pelon
719886212437,Pelon Mini,$1.50,$3.00,$0.00,0,0,Dulces,Pelon Mini
719886001017,Pelon Pelo Rico,$3.00,$5.00,$0.00,7,0,Dulces,Pelon Pelo Rico
719886210457,Pelon Pelo Rico Cham,$3.00,$5.00,$0.00,0,0,Tienda,Pelon Pelo Rico Cham
719886152221,Pelon Pelo Rico Mang,$2.00,$5.00,$0.00,10,0,Dulces,Pelon Pelo Rico Mang
719886250019,Pelon Peloneta,$0.00,$3.00,$0.00,23,0,Dulces,Pelon Peloneta
719886152542,Pelon Sandia,$2.00,$5.00,$0.00,1,0,Dulces,Pelon Sandia
719886511066,Pelonetes 35g,$3.50,$7.00,$0.00,8,0,Dulces,Pelonetes 35g
PEPINO,Pepino,$20.00,$22.00,$0.00,N/A,0,Verdura,Pepino
7501000168200,Pepitas Golden25g,$5.00,$6.00,$0.00,7,0,Barcel,Pepitas Golden25g
PEPITAS,Pepitas Tubo,$0.00,$6.00,$0.00,6,0,Tienda,Pepitas Tubo
7501199406671,Persil 1kg,$0.00,$30.00,$0.00,9,0,Tienda,Persil 1kg
7501199406664,Persil 500g,$0.00,$14.00,$0.00,9,0,Tienda,Persil 500g
7501007701509,Petalo Clasico Jumbo,$21.00,$24.50,$23.50,29,0,Tienda,Petalo Clasico Jumbo
7502250391851,Petete,$1.00,$1.50,$0.00,0,0,Dulces,Petete
7501073830028,Peñafiel 1l Natural,$0.00,$12.00,$0.00,0,0,Refresco,Peñafiel 1l Natural
7501073830509,Peñafiel 600ml Natur,$0.00,$8.00,$0.00,12,0,Tienda,Peñafiel 600ml Natur
7501073841253,Peñafiel Freasada,$0.00,$9.00,$0.00,0,0,Refresco,Peñafiel Freasada
7501073839892,Peñafiel Limonada 2L,$16.00,$19.00,$0.00,2,0,Refresco,Peñafiel Limonada 2L
7501073839885,Peñafiel Limonada 600ml,$6.50,$8.50,$0.00,5,0,Refresco,Peñafiel Limonada 600ml
7501073839861,Peñafiel Naranjada 2L,$0.00,$19.00,$0.00,1,0,Refresco,Peñafiel Naranjada 2L
7501073839854,Peñafiel Naranjada 600ml,$6.50,$8.50,$0.00,2,0,Tienda,Peñafiel Naranjada 600ml
7501073841925,Peñafiel Piña,$0.00,$8.50,$0.00,8,0,- Sin Departamento -,Peñafiel Piña
7501073840607,Peñafiel Toronjada 600ml,$6.50,$8.50,$0.00,6,0,Refresco,Peñafiel Toronjada 600ml
7622210265999,Philadelfia 90g,$0.00,$13.00,$0.00,0,0,- Sin Departamento -,Philadelfia 90g
7622210265920,Philadelphia,$0.00,$26.00,$0.00,0,0,lacteos y embutidos,Philadelphia
46677434809,Philips 11w,$19.00,$24.00,$24.00,0,0,Tienda,Philips 11w
75038540,Pica Fresa,$0.00,$1.00,$0.00,13,0,Tienda,Pica Fresa
41333760643,Pila Duracel Paquete,$66.00,$78.00,$78.00,4,0,Tienda,Pila Duracel Paquete
PILA D,Pila Duracell,$16.50,$19.00,$19.00,0,0,Tienda,Pila Duracell
7506195153598,Pila Duracell AA,$11.00,$17.00,$0.00,0,0,Tienda,Pila Duracell AA
41333404486,Pila Duracell AAA,$70.00,$91.00,$0.00,0,0,Tienda,Pila Duracell AAA
7506309860305,Pila Duracell AAA C/U,$13.50,$19.00,$0.00,0,0,Tienda,Pila Duracell AAA C/U
PILA E,Pila Everady AA,$0.00,$9.00,$8.00,0,0,Tienda,Pila Everady AA
7501037600056,Pila Eveready AA c4,$18.00,$27.00,$27.00,0,0,Tienda,Pila Eveready AA c4
7501037601718,Pila Eveready AAA c4,$18.00,$27.00,$27.00,0,0,Tienda,Pila Eveready AAA c4
PILONCILLO,Piloncillo,$9.00,$18.00,$0.00,N/A,0,Tienda,Piloncillo
666,Piloncillo 1k,$0.00,$18.00,$0.00,N/A,0,Tienda,Piloncillo 1k
680,Piloncillo 250g,$0.00,$4.50,$0.00,N/A,0,Tienda,Piloncillo 250g
673,Piloncillo 500g,$0.00,$9.00,$0.00,N/A,0,Tienda,Piloncillo 500g
7501000153800,Pinguinos 80g,$7.50,$12.00,$0.00,2,0,Marinela,Pinguinos 80g
7501025462000,Pinol,$13.00,$16.00,$0.00,0,0,Detergentes,Pinol
7501025403027,Pinol 500ml,$9.00,$11.00,$0.00,8,0,Detergentes,Pinol 500ml
